gene_name	condition_A	condition_B	p.value_frac	p.value_total	gene_count_condition_A	pel_count_condition_A	gene_count_condition_B	pel_count_condition_B
1636	3	2	0.85175	0.392	0.14357519530323914	0.8417950700508781	0.22177002476163377	0.4897545286319439
1637	2	1	0.99925	0	1.877694803967545	1.337780469976059	2.813255213950141	0.6527135371408479
1637	3	1	1	0	1.3575460660558574	1.6644834053815512	2.813255213950141	0.6527135371408479
1637	3	2	0.91	0.0125	1.3575460660558574	1.6644834053815512	1.877694803967545	1.337780469976059
1638	2	1	0.22225	7.5e-4	4.272517540775111	0.23042193078961143	4.841428157851629	0.37997440412531724
1638	3	1	0.907	0.2425	4.722573266542364	0.6330039299064727	4.841428157851629	0.37997440412531724
1638	3	2	0.984	0.992	4.722573266542364	0.6330039299064727	4.272517540775111	0.23042193078961143
1639	2	1	0.00175	0	3.0747931177715877	-2.426216075881388	3.8182143359263865	-1.8559189138908012
1639	3	1	0.146	0.97375	4.096469680183182	-2.0424936011487294	3.8182143359263865	-1.8559189138908012
1639	3	2	0.97475	1	4.096469680183182	-2.0424936011487294	3.0747931177715877	-2.426216075881388
1640	2	1	0.615	0.65225	4.97570429533217	-1.2022265067929943	4.915442178562625	-1.2535272152845467
1640	3	1	0.04725	0.989	5.26835866067303	-1.5436966106958736	4.915442178562625	-1.2535272152845467
1640	3	2	0.0245	0.97425	5.26835866067303	-1.5436966106958736	4.97570429533217	-1.2022265067929943
1641	2	1	1	0.0035	4.056245651613809	-0.7295124684170522	4.497895046761471	-1.3703285273782138
1641	3	1	0.9995	0.028	4.198370303480086	-0.7787991955432313	4.497895046761471	-1.3703285273782138
1641	3	2	0.394	0.8085	4.198370303480086	-0.7787991955432313	4.056245651613809	-0.7295124684170522
1642	2	1	0.9495	0.134	4.328767578890281	-0.362763048475984	4.504369726825173	-0.6621113300611994
1642	3	1	1	2.5e-4	3.8907347767563856	0.4673233955758078	4.504369726825173	-0.6621113300611994
1642	3	2	1	0.0045	3.8907347767563856	0.4673233955758078	4.328767578890281	-0.362763048475984
1643	2	1	0.9915	0	-0.642981060664217	-0.49274811558500253	1.7146830692163288	-1.3929746383919828
1643	3	1	0.58125	0.06925	1.4368457039707137	-1.3291342126155368	1.7146830692163288	-1.3929746383919828
1643	3	2	0.013	1	1.4368457039707137	-1.3291342126155368	-0.642981060664217	-0.49274811558500253
1644	2	1	0.316	0	4.205993918635509	-1.523098719822948	5.534052238659115	-1.4325001992947355
1644	3	1	0.08575	0.28575	5.452182939853397	-1.6664295853257385	5.534052238659115	-1.4325001992947355
1644	3	2	0.19975	1	5.452182939853397	-1.6664295853257385	4.205993918635509	-1.523098719822948
1645	2	1	0.0045	0.7885	4.100369577866259	-2.1556151123958163	3.9793021811610316	-1.6985057429468136
1645	3	1	0.164	0.99	4.333905108794358	-1.871569078602779	3.9793021811610316	-1.6985057429468136
1645	3	2	0.94125	0.94775	4.333905108794358	-1.871569078602779	4.100369577866259	-2.1556151123958163
1646	2	1	0.65875	0.18825	2.8687248437688098	-0.6423138728088298	3.009675849832608	-0.7167485282198581
1646	3	1	1	0.008	2.575990132425508	0.12537381467969266	3.009675849832608	-0.7167485282198581
1646	3	2	1	0.05125	2.575990132425508	0.12537381467969266	2.8687248437688098	-0.6423138728088298
1647	2	1	0.9085	0.02	3.8636349915348633	0.6676013280476807	4.2128950781697565	0.4092753019762193
1647	3	1	1	0	3.3238667728905025	1.1366835010775191	4.2128950781697565	0.4092753019762193
1647	3	2	0.99075	7.5e-4	3.3238667728905025	1.1366835010775191	3.8636349915348633	0.6676013280476807
1648	2	1	0.4585	0.2095	4.303055457459102	-2.118981854500074	4.421881900709675	-2.103717358761196
1648	3	1	0.04575	0.96325	4.684781814893302	-2.3998319231103933	4.421881900709675	-2.103717358761196
1648	3	2	0.0495	0.997	4.684781814893302	-2.3998319231103933	4.303055457459102	-2.118981854500074
1649	2	1	0.79575	0.072	2.087392289886091	-0.5086696529599346	2.347013071435623	-0.6899941093361648
1649	3	1	0.6465	0.32225	2.2683313796047537	-0.6036204674518564	2.347013071435623	-0.6899941093361648
1649	3	2	0.33425	0.842	2.2683313796047537	-0.6036204674518564	2.087392289886091	-0.5086696529599346
1650	2	1	0.546	0.70025	0.438013604453071	-0.4725015348346404	0.31231729154571686	-0.5098879632109639
1650	3	1	0.9895	0.35925	0.2036760254667558	0.28439115749990385	0.31231729154571686	-0.5098879632109639
1650	3	2	0.985	0.19925	0.2036760254667558	0.28439115749990385	0.438013604453071	-0.4725015348346404
1651	2	1	0.01825	0.93875	3.706961322946058	-2.042251507683378	3.479686142395765	-1.6402726046887741
1651	3	1	0.215	0.93075	3.70602468470035	-1.7892060989430736	3.479686142395765	-1.6402726046887741
1651	3	2	0.90975	0.4995	3.70602468470035	-1.7892060989430736	3.706961322946058	-2.042251507683378
1652	2	1	0.28875	0.52125	3.3833655448907267	-0.6074553203501512	3.371900980693433	-0.5025636157892185
1652	3	1	0.9825	0.02925	3.0453609434775935	-0.09070874713442927	3.371900980693433	-0.5025636157892185
1652	3	2	0.996	0.02225	3.0453609434775935	-0.09070874713442927	3.3833655448907267	-0.6074553203501512
1653	2	1	0.082	0.96075	3.824914906111906	-0.7527985409444532	3.5502934423767867	-0.48120077485745594
1653	3	1	0.86925	0.295	3.4638116608726666	-0.26287558268195343	3.5502934423767867	-0.48120077485745594
1653	3	2	0.99325	0.0165	3.4638116608726666	-0.26287558268195343	3.824914906111906	-0.7527985409444532
1654	2	1	0.8865	0.604	2.8099444880694175	0.07001851496443437	2.764742764694688	-0.18269197730351283
1654	3	1	0.956	0.03725	2.428193275908363	0.17760811610256677	2.764742764694688	-0.18269197730351283
1654	3	2	0.7015	0.02	2.428193275908363	0.17760811610256677	2.8099444880694175	0.07001851496443437
1655	2	1	0.988	0.067	4.120662721837853	-0.43041584895093105	4.351316527899337	-0.8362110810954846
1655	3	1	1	0.00925	3.9661392431049025	0.07599256724728627	4.351316527899337	-0.8362110810954846
1655	3	2	0.996	0.1755	3.9661392431049025	0.07599256724728627	4.120662721837853	-0.43041584895093105
1656	2	1	0.95375	0.01775	3.8198914577713	0.6780053551328118	4.191530777768059	0.3424811574172988
1656	3	1	1	0	3.377043281193896	1.2687001936122493	4.191530777768059	0.3424811574172988
1656	3	2	0.99775	0.00825	3.377043281193896	1.2687001936122493	3.8198914577713	0.6780053551328118
1657	2	1	1	7.5e-4	2.183508144575791	0.1666822162557891	2.709683478217164	-0.5485993480881212
1657	3	1	0.9575	0.588	2.7475760963900284	-0.21599208986909413	2.709683478217164	-0.5485993480881212
1657	3	2	0.02975	0.99875	2.7475760963900284	-0.21599208986909413	2.183508144575791	0.1666822162557891
1658	2	1	0.99975	0	3.6832666636867573	-0.8017453048045189	4.386668880827303	-1.5179770553088074
1658	3	1	0.28475	0.45875	4.370310494698179	-1.616209090727287	4.386668880827303	-1.5179770553088074
1658	3	2	0	1	4.370310494698179	-1.616209090727287	3.6832666636867573	-0.8017453048045189
1659	2	1	0.911	0.007	3.525263296897576	0.11157875172530127	3.985418505801664	-0.1604205474897873
1659	3	1	0.1355	0.74475	4.0941042158452365	-0.3797108387435677	3.985418505801664	-0.1604205474897873
1659	3	2	0.00575	0.9995	4.0941042158452365	-0.3797108387435677	3.525263296897576	0.11157875172530127
1660	2	1	0.04525	1	4.92081368412231	-0.7344813950103457	3.1841102375276016	-0.4267282442685655
1660	3	1	0.05875	1	4.805048439936137	-0.7243096628657133	3.1841102375276016	-0.4267282442685655
1660	3	2	0.53125	0.23125	4.805048439936137	-0.7243096628657133	4.92081368412231	-0.7344813950103457
1661	2	1	0.4585	0.32875	5.793211586168516	-1.180250075631831	5.861888378711692	-1.1623065519361808
1661	3	1	0.99125	0.34775	5.8009728718001625	-0.7322185308861586	5.861888378711692	-1.1623065519361808
1661	3	2	0.9965	0.51925	5.8009728718001625	-0.7322185308861586	5.793211586168516	-1.180250075631831
1662	2	1	0.168	0.617	4.378499407717545	-1.2656835992493556	4.337393848327746	-1.0959844706821484
1662	3	1	0.97075	0.32775	4.2599505989262045	-0.7367513812990052	4.337393848327746	-1.0959844706821484
1662	3	2	0.998	0.2235	4.2599505989262045	-0.7367513812990052	4.378499407717545	-1.2656835992493556
1663	2	1	1	5e-4	4.911579217029566	-1.203115921896536	5.403529249659819	-1.9473392569862578
1663	3	1	0.9715	0.484	5.395730705861309	-1.6290091122024706	5.403529249659819	-1.9473392569862578
1663	3	2	0.007	0.99925	5.395730705861309	-1.6290091122024706	4.911579217029566	-1.203115921896536
1664	2	1	0.24075	0.99975	3.5386542589694363	-0.11377075253799798	2.93396174249558	0.025694457651797065
1664	3	1	0.96075	0.3285	2.8453176342691657	0.3870778937061145	2.93396174249558	0.025694457651797065
1664	3	2	0.9915	0	2.8453176342691657	0.3870778937061145	3.5386542589694363	-0.11377075253799798
1665	2	1	0.99125	0	5.04040907660471	-0.9592173227837504	6.171005841130525	-1.368630317246095
1665	3	1	0.97275	0.0645	5.936340446602718	-1.0312232689187004	6.171005841130525	-1.368630317246095
1665	3	2	0.34325	1	5.936340446602718	-1.0312232689187004	5.04040907660471	-0.9592173227837504
1666	2	1	0.92125	0	4.220904515587373	-1.1213019654291156	5.511518642349607	-1.3823745440915354
1666	3	1	0.0165	0	4.848934615364111	-1.760038733466575	5.511518642349607	-1.3823745440915354
1666	3	2	0	1	4.848934615364111	-1.760038733466575	4.220904515587373	-1.1213019654291156
1667	2	1	0.891	0.91575	4.567051340648313	-1.3713588007093374	4.358870585365054	-1.5971791185220008
1667	3	1	0.983	0.383	4.312850503290428	-1.2165816125013644	4.358870585365054	-1.5971791185220008
1667	3	2	0.8085	0.0515	4.312850503290428	-1.2165816125013644	4.567051340648313	-1.3713588007093374
1668	2	1	0.559	1	2.225617439573273	0.64647620707535	1.215326484641973	0.6134247252433461
1668	3	1	0.744	0.94625	1.5787949500251637	0.7919698089982927	1.215326484641973	0.6134247252433461
1668	3	2	0.7225	7.5e-4	1.5787949500251637	0.7919698089982927	2.225617439573273	0.64647620707535
1669	2	1	0.03125	0.01225	2.9153421618891775	-2.1206413525882555	3.2462155175632645	-1.7390661980933095
1669	3	1	0.4195	0.59875	3.283225738765507	-1.7786958510717703	3.2462155175632645	-1.7390661980933095
1669	3	2	0.9555	0.99125	3.283225738765507	-1.7786958510717703	2.9153421618891775	-2.1206413525882555
1670	2	1	5e-4	0.99875	4.7856064372981475	-3.2127686429492353	4.349846771577591	-2.5686220962292476
1670	3	1	0.1645	0.998	4.755910471030971	-2.745699434234262	4.349846771577591	-2.5686220962292476
1670	3	2	0.994	0.43025	4.755910471030971	-2.745699434234262	4.7856064372981475	-3.2127686429492353
1671	2	1	1	0	3.4657348118131788	-0.8929206033107491	4.334743345413422	-1.6612970553888222
1671	3	1	1	0	3.6888542483364057	-0.5854167251184447	4.334743345413422	-1.6612970553888222
1671	3	2	0.95075	0.9155	3.6888542483364057	-0.5854167251184447	3.4657348118131788	-0.8929206033107491
1672	2	1	0.44075	0.00125	0.7416418488168092	0.57301520410727	1.3982417612257847	0.6119614394145736
1672	3	1	0.64675	0.3615	1.3226354940837157	0.7018771802464854	1.3982417612257847	0.6119614394145736
1672	3	2	0.68875	0.994	1.3226354940837157	0.7018771802464854	0.7416418488168092	0.57301520410727
1673	2	1	0.95625	0.99975	3.3703648255705962	0.47532297693044656	2.8071278336634347	0.14158385368310794
1673	3	1	1	0.9675	3.1140984332181985	0.8396653967063666	2.8071278336634347	0.14158385368310794
1673	3	2	0.97	0.07475	3.1140984332181985	0.8396653967063666	3.3703648255705962	0.47532297693044656
1674	2	1	0.99975	0.9455	1.844354071884041	0.2638191947577393	1.53473330174858	-0.6366108259319236
1674	3	1	0.99925	1	2.4654972064416087	0.1051105684689882	1.53473330174858	-0.6366108259319236
1674	3	2	0.225	0.9995	2.4654972064416087	0.1051105684689882	1.844354071884041	0.2638191947577393
1675	2	1	0.11425	1	5.13744731990821	-1.5069443300738095	2.622673013570192	-1.268854344457759
1675	3	1	0.08775	1	5.360419747406379	-1.538007578059059	2.622673013570192	-1.268854344457759
1675	3	2	0.4265	0.92925	5.360419747406379	-1.538007578059059	5.13744731990821	-1.5069443300738095
1676	2	1	0.879	0	5.985935681004779	-1.0986577605528702	6.588092762218983	-1.3037242143893635
1676	3	1	0.93225	0.43875	6.563368923709909	-1.0327230831800742	6.588092762218983	-1.3037242143893635
1676	3	2	0.639	1	6.563368923709909	-1.0327230831800742	5.985935681004779	-1.0986577605528702
1677	2	1	0	1	6.6060606822223384	-2.271961738321449	3.95568259237559	-1.1183301116821691
1677	3	1	0	1	6.2312216861088086	-1.7215810898361616	3.95568259237559	-1.1183301116821691
1677	3	2	0.9995	0.00625	6.2312216861088086	-1.7215810898361616	6.6060606822223384	-2.271961738321449
1678	2	1	0	1	4.953438088580171	-2.0706833805186227	3.147449702894546	-0.6421009463339034
1678	3	1	0	1	4.537563435026067	-1.3959701071472537	3.147449702894546	-0.6421009463339034
1678	3	2	0.99975	0.002	4.537563435026067	-1.3959701071472537	4.953438088580171	-2.0706833805186227
1679	2	1	0.099	1	1.8214501192030375	-0.5064686720537329	0.847463583774267	-0.1688889751201087
1679	3	1	0.63275	0.7255	0.9912157896061176	-0.08076184158734395	0.847463583774267	-0.1688889751201087
1679	3	2	0.9535	0	0.9912157896061176	-0.08076184158734395	1.8214501192030375	-0.5064686720537329
1680	2	1	0.60425	0.9935	0.6418268074605928	-0.20067256365791172	-0.01587694687775172	-0.29463236129002746
1680	3	1	0.74975	0.7895	0.21481412113991621	-0.03718064305873276	-0.01587694687775172	-0.29463236129002746
1680	3	2	0.69825	0.04525	0.21481412113991621	-0.03718064305873276	0.6418268074605928	-0.20067256365791172
1681	2	1	0.91275	0.0455	2.1823353812684476	0.32342006047068006	2.4970537856787622	0.02769952777840588
1681	3	1	0.99425	0.00325	1.986192800731088	0.56089486645875275	2.4970537856787622	0.02769952777840588
1681	3	2	0.8615	0.15725	1.986192800731088	0.56089486645875275	2.1823353812684476	0.32342006047068006
1682	2	1	0.97125	0.42825	3.2720388915617056	0.09403173157978972	3.303625001612616	-0.2844135530419428
1682	3	1	1	0	2.491185290919998	0.6998493967038281	3.303625001612616	-0.2844135530419428
1682	3	2	0.999	0	2.491185290919998	0.6998493967038281	3.2720388915617056	0.09403173157978972
1683	2	1	0.31625	0.024	3.555016879491092	-2.4252442417702187	3.8445317299867936	-2.3364020130679846
1683	3	1	0.57175	0.385	3.8012624596034597	-2.300516448376422	3.8445317299867936	-2.3364020130679846
1683	3	2	0.74475	0.953	3.8012624596034597	-2.300516448376422	3.555016879491092	-2.4252442417702187
1684	2	1	0.00625	0.00125	6.231458443069456	-1.3884058523096978	6.681693971853111	-0.9584122625540884
1684	3	1	0.44475	0.0775	6.457837657936182	-0.9826315413676594	6.681693971853111	-0.9584122625540884
1684	3	2	0.99175	0.93775	6.457837657936182	-0.9826315413676594	6.231458443069456	-1.3884058523096978
1685	2	1	0.2295	0.99	3.9464318112446	-1.7486386577376187	3.5956607280971067	-1.6072446523185726
1685	3	1	0.00475	1	4.282963193319511	-2.1047761192725964	3.5956607280971067	-1.6072446523185726
1685	3	2	0.02375	0.988	4.282963193319511	-2.1047761192725964	3.9464318112446	-1.7486386577376187
1686	2	1	0.9965	0.0015	0.052924641721491125	0.975025363584694	0.8687834857860726	0.11772468561038194
1686	3	1	0.749	0.9945	1.4497752185839001	0.29697557364561555	0.8687834857860726	0.11772468561038194
1686	3	2	0.014	1	1.4497752185839001	0.29697557364561555	0.052924641721491125	0.975025363584694
1687	2	1	0.80025	0.99425	2.4775075440577528	0.5030687512840656	2.0220760838600293	0.32464314669126804
1687	3	1	0.98925	0.9995	2.695244001594647	0.8072641980515414	2.0220760838600293	0.32464314669126804
1687	3	2	0.9205	0.88175	2.695244001594647	0.8072641980515414	2.4775075440577528	0.5030687512840656
1688	2	1	0.14375	1	3.1749063886355415	-1.205046127468111	2.0881486862361798	-0.9795330668592972
1688	3	1	0.8325	1	3.6953362943192536	-0.7751531874481319	2.0881486862361798	-0.9795330668592972
1688	3	2	0.98925	0.9995	3.6953362943192536	-0.7751531874481319	3.1749063886355415	-1.205046127468111
1689	2	1	0.414	0.75625	-0.14183680181285813	-0.31995583634249963	-0.34627825295167286	-0.225804698009832
1689	3	1	0.94375	0.7585	-0.11221339402973715	0.4122612338662542	-0.34627825295167286	-0.225804698009832
1689	3	2	0.97025	0.53125	-0.11221339402973715	0.4122612338662542	-0.14183680181285813	-0.31995583634249963
1690	2	1	0.822	0.68	2.7142401758963803	0.39789170470621305	2.6272338665063844	0.20928169523497966
1690	3	1	1	0.152	2.4374386062778477	1.184161402131826	2.6272338665063844	0.20928169523497966
1690	3	2	1	0.0735	2.4374386062778477	1.184161402131826	2.7142401758963803	0.39789170470621305
1691	2	1	2.5e-4	0.9985	5.467235307346627	-2.0074485068378247	5.035277530892326	-1.3581782858345968
1691	3	1	0.399	0.88675	5.217354229142014	-1.4025771876604711	5.035277530892326	-1.3581782858345968
1691	3	2	1	0.045	5.217354229142014	-1.4025771876604711	5.467235307346627	-2.0074485068378247
1692	2	1	0.3635	0.75475	3.9585276835418557	-1.6806158737238532	3.8556298023881936	-1.6155864356874758
1692	3	1	0.819	0.6655	3.920874940245933	-1.4571366638827437	3.8556298023881936	-1.6155864356874758
1692	3	2	0.896	0.4015	3.920874940245933	-1.4571366638827437	3.9585276835418557	-1.6806158737238532
1693	2	1	0.99875	0	3.8898718262607694	-0.5010073632921181	5.879813152515563	-1.0447458178113003
1693	3	1	1	0	5.0693342152441	0.18656650100761318	5.879813152515563	-1.0447458178113003
1693	3	2	0.99975	1	5.0693342152441	0.18656650100761318	3.8898718262607694	-0.5010073632921181
1694	2	1	0.01275	0.99975	3.8246362936892813	-2.3183358232445204	3.3151101644968985	-1.8893700590775178
1694	3	1	0.0665	0.9975	3.753620468408182	-2.1899690225197013	3.3151101644968985	-1.8893700590775178
1694	3	2	0.759	0.321	3.753620468408182	-2.1899690225197013	3.8246362936892813	-2.3183358232445204
1695	2	1	0.65075	0.976	3.553217329523597	-0.5468146152867	3.238137210741389	-0.6229013490577642
1695	3	1	1	0.12475	3.039125205846148	0.26457264800375146	3.238137210741389	-0.6229013490577642
1695	3	2	1	0.0015	3.039125205846148	0.26457264800375146	3.553217329523597	-0.5468146152867
1696	2	1	0.254	0.006	3.8829930512946476	-0.83764617867846	4.278719555745413	-0.7132966636780911
1696	3	1	0.0205	0.6645	4.344208244658443	-1.0749627477581774	4.278719555745413	-0.7132966636780911
1696	3	2	0.095	0.99975	4.344208244658443	-1.0749627477581774	3.8829930512946476	-0.83764617867846
1697	2	1	0	1	4.823003270150645	-1.4121657127852218	3.200570519576488	-0.65769640051574
1697	3	1	0.706	1	4.96422408281439	-0.5529020425311246	3.200570519576488	-0.65769640051574
1697	3	2	1	0.81875	4.96422408281439	-0.5529020425311246	4.823003270150645	-1.4121657127852218
1698	2	1	0.002	1	3.660492986627182	-2.4479709224283965	-0.26604163672481757	-1.2661001725960024
1698	3	1	0.01125	1	2.585627576592445	-2.2236540830972427	-0.26604163672481757	-1.2661001725960024
1698	3	2	0.85525	0	2.585627576592445	-2.2236540830972427	3.660492986627182	-2.4479709224283965
1699	2	1	0.391	1	4.405408591615317	0.0953522581827938	1.6108488516962436	0.14849001072907214
1699	3	1	0.9975	1	2.6309608082317437	0.7674946519156707	1.6108488516962436	0.14849001072907214
1699	3	2	1	0	2.6309608082317437	0.7674946519156707	4.405408591615317	0.0953522581827938
1700	2	1	0.94775	0	5.592089214061852	-1.5166785397328546	6.487809753591224	-1.7978244893895945
1700	3	1	0.4985	0.089	6.286776050233671	-1.7951362294328428	6.487809753591224	-1.7978244893895945
1700	3	2	0.05225	1	6.286776050233671	-1.7951362294328428	5.592089214061852	-1.5166785397328546
1701	2	1	0.90525	0	2.9684624854709973	0.11120677343983726	5.892460533786266	-0.1459557231236685
1701	3	1	0.0375	0.01425	5.519767450649836	-0.4866388494481683	5.892460533786266	-0.1459557231236685
1701	3	2	7.5e-4	1	5.519767450649836	-0.4866388494481683	2.9684624854709973	0.11120677343983726
1702	2	1	0.971	0.0025	3.7629331244489563	-1.0147629784683887	4.187821547318983	-1.3607578234675106
1702	3	1	0.03575	0.89575	4.37405211562341	-1.7002544878320391	4.187821547318983	-1.3607578234675106
1702	3	2	0	1	4.37405211562341	-1.7002544878320391	3.7629331244489563	-1.0147629784683887
1703	2	1	0.67825	0	2.521555158742114	-1.3607110009435726	3.084135619501575	-1.4602502135640865
1703	3	1	0.9565	0.88	3.2717599023892663	-1.1157250532751521	3.084135619501575	-1.4602502135640865
1703	3	2	0.88875	1	3.2717599023892663	-1.1157250532751521	2.521555158742114	-1.3607110009435726
1704	2	1	0.77475	1	1.738971373191317	-1.1666083705692156	0.937910316210923	-1.3845356546848724
1704	3	1	0.977	1	1.562259488657574	-0.7902739015326985	0.937910316210923	-1.3845356546848724
1704	3	2	0.933	0.183	1.562259488657574	-0.7902739015326985	1.738971373191317	-1.1666083705692156
1705	2	1	0.0065	1	2.8695405281922204	-1.0100408243783088	2.283168532103794	-0.49549078136981295
1705	3	1	0.00225	1	2.9747953807149394	-1.0612560685156482	2.283168532103794	-0.49549078136981295
1705	3	2	0.39075	0.75475	2.9747953807149394	-1.0612560685156482	2.8695405281922204	-1.0100408243783088
1706	2	1	0.55675	0.0185	3.511871006986352	0.28276687397752975	3.867410377388259	0.2628667710905014
1706	3	1	0.9555	0.0075	3.45066376519485	0.5839574020272564	3.867410377388259	0.2628667710905014
1706	3	2	0.93575	0.37175	3.45066376519485	0.5839574020272564	3.511871006986352	0.28276687397752975
1707	2	1	0.57825	0.1235	1.614021023143578	0.7553093560680064	1.850563853955383	0.705209450945288
1707	3	1	0.4335	0.03475	1.4728728075730446	0.6676048287001797	1.850563853955383	0.705209450945288
1707	3	2	0.36025	0.261	1.4728728075730446	0.6676048287001797	1.614021023143578	0.7553093560680064
1708	2	1	0.055	0.04325	2.9267441990361673	-0.2437409812124241	3.242027195360905	0.06941835160122242
1708	3	1	0.046	0.00475	2.7831805931902154	-0.2642461884193408	3.242027195360905	0.06941835160122242
1708	3	2	0.463	0.20625	2.7831805931902154	-0.2642461884193408	2.9267441990361673	-0.2437409812124241
1709	2	1	0.2035	1	4.999978543615222	-1.7991514739050283	3.9932805511215745	-1.6524643081796375
1709	3	1	0.49125	0.963	4.2611948811535845	-1.6585197420703122	3.9932805511215745	-1.6524643081796375
1709	3	2	0.7855	0	4.2611948811535845	-1.6585197420703122	4.999978543615222	-1.7991514739050283
1710	2	1	0.7415	0.991	4.1932977371289395	-1.3914185470027396	3.8401499534980603	-1.5123060687128111
1710	3	1	0.97	0.67	3.912881712105293	-1.1471037420657986	3.8401499534980603	-1.5123060687128111
1710	3	2	0.91	0.03525	3.912881712105293	-1.1471037420657986	4.1932977371289395	-1.3914185470027396
1711	2	1	0.53325	0	2.159634723973559	0.3008241835716521	3.3319926055894458	0.28268761409415466
1711	3	1	0.02275	0	2.6234752749230443	-0.13755877495705515	3.3319926055894458	0.28268761409415466
1711	3	2	0.01975	0.99325	2.6234752749230443	-0.13755877495705515	2.159634723973559	0.3008241835716521
1712	2	1	0.755	0.1155	2.9586096711250898	0.69580222352431	3.1735055273132526	0.5499060638639266
1712	3	1	0.99925	0.0025	2.626061036211131	1.1738658935544837	3.1735055273132526	0.5499060638639266
1712	3	2	0.99175	0.03975	2.626061036211131	1.1738658935544837	2.9586096711250898	0.69580222352431
1713	2	1	0.908	1	1.1093184861455834	0.012625310956712689	0.07539222473081134	-0.4179028763471013
1713	3	1	0.97975	0.99925	0.9214410431328974	0.282792276361275	0.07539222473081134	-0.4179028763471013
1713	3	2	0.82675	0.21575	0.9214410431328974	0.282792276361275	1.1093184861455834	0.012625310956712689
1714	2	1	0.9035	0.999	2.305552432719823	-0.1215965259035276	1.7263741457665804	-0.42128290862688467
1714	3	1	1	0.22075	1.5598585761605053	0.6937655945714573	1.7263741457665804	-0.42128290862688467
1714	3	2	1	0	1.5598585761605053	0.6937655945714573	2.305552432719823	-0.1215965259035276
1715	2	1	7.5e-4	1	2.158908602041247	-1.8860996137418353	-1.3742995984251598	-0.2799021393120015
1715	3	1	0.18925	0.99975	-0.012738340677465375	-0.7646988999074733	-1.3742995984251598	-0.2799021393120015
1715	3	2	0.99925	0	-0.012738340677465375	-0.7646988999074733	2.158908602041247	-1.8860996137418353
1716	2	1	0.80775	0.9665	-1.5292177578359958	0.13032417694730514	-2.6496873982190454	-0.5778605071794528
1716	3	1	0.95325	0.89425	-1.802303089766469	0.796980762541718	-2.6496873982190454	-0.5778605071794528
1716	3	2	0.83	0.3245	-1.802303089766469	0.796980762541718	-1.5292177578359958	0.13032417694730514
1717	2	1	0.15525	0.432	2.3467615718595036	-0.22799085977095002	2.3789801760610305	-0.013110465869888333
1717	3	1	0.04275	0.9915	2.7974489899492787	-0.35833453158211104	2.3789801760610305	-0.013110465869888333
1717	3	2	0.27	0.9915	2.7974489899492787	-0.35833453158211104	2.3467615718595036	-0.22799085977095002
1718	2	1	0.837	0	4.537509569585266	0.13959321327682195	5.184119910827901	-0.04712273934063284
1718	3	1	0.9865	0	4.3366993292210685	0.3473404415828065	5.184119910827901	-0.04712273934063284
1718	3	2	0.869	0.1195	4.3366993292210685	0.3473404415828065	4.537509569585266	0.13959321327682195
1719	2	1	1	0	3.439210710004067	0.6076360325762016	5.07417975894416	-0.25252519085052505
1719	3	1	1	0	4.001884222199722	0.8519975971104735	5.07417975894416	-0.25252519085052505
1719	3	2	0.8915	0.999	4.001884222199722	0.8519975971104735	3.439210710004067	0.6076360325762016
1720	2	1	0.688	0.945	2.9076450914432503	-1.8373605078465003	2.6552696152481725	-1.9455544853201936
1720	3	1	0.998	0.89425	2.853808718004873	-1.3308288389674714	2.6552696152481725	-1.9455544853201936
1720	3	2	0.996	0.36575	2.853808718004873	-1.3308288389674714	2.9076450914432503	-1.8373605078465003
1721	2	1	1	0	4.063060658656385	-1.271523723594959	5.1885467895417365	-1.9962103625875192
1721	3	1	0.892	0.00575	4.828044199367342	-1.7796486154887454	5.1885467895417365	-1.9962103625875192
1721	3	2	0.002	1	4.828044199367342	-1.7796486154887454	4.063060658656385	-1.271523723594959
1722	2	1	0.0035	0.9385	5.621736412041545	-1.0268356278089747	5.3803333482462765	-0.527033991469721
1722	3	1	0.0455	1	6.201699194864094	-0.8302097729969757	5.3803333482462765	-0.527033991469721
1722	3	2	0.8695	1	6.201699194864094	-0.8302097729969757	5.621736412041545	-1.0268356278089747
1723	2	1	1	0	5.852877519748674	-1.8640254441248485	6.574233441795268	-2.609983455997803
1723	3	1	0.002	0.95625	6.8127892003227135	-3.071074752064136	6.574233441795268	-2.609983455997803
1723	3	2	0	1	6.8127892003227135	-3.071074752064136	5.852877519748674	-1.8640254441248485
1724	2	1	0.99725	0.0015	2.675987084399175	-0.9511346371451865	3.1934382918948936	-1.5221602087355515
1724	3	1	0.87275	0.45525	3.1736961434354187	-1.2926266217249165	3.1934382918948936	-1.5221602087355515
1724	3	2	0.054	0.99925	3.1736961434354187	-1.2926266217249165	2.675987084399175	-0.9511346371451865
1725	2	1	0.927	0	1.6068143718163737	0.4809293640821946	2.870250739624028	0.16529358730994004
1725	3	1	0.99975	0	1.7190990835157824	0.9401606856623727	2.870250739624028	0.16529358730994004
1725	3	2	0.9745	0.70175	1.7190990835157824	0.9401606856623727	1.6068143718163737	0.4809293640821946
1726	2	1	0.574	0.30775	2.4657933642647567	-0.3290514236117894	2.5596639842096254	-0.3717294080001716
1726	3	1	0.998	0.129	2.350593322497378	0.21553464047162463	2.5596639842096254	-0.3717294080001716
1726	3	2	0.99525	0.265	2.350593322497378	0.21553464047162463	2.4657933642647567	-0.3290514236117894
